BSN,Building,Name,type,color,eMail,Internet,Standort,Straße,PLZ,lat,lng
03G15,03G15,Schule am Senefelderplatz,grundschule,green,03g15@03g15.schule.berlin.de,http://www.schule-am-senefelderplatz.de,Hauptstandort,Schönhauser Allee 165,10435,52.534675,13.411884
03G16,03G16,Grundschule am Teutoburger Platz,grundschule,green,schulleitung@teute.schule.berlin.de,http://www.schule-am-teute.de,Hauptstandort,Templiner Str. 1-3,10119,52.533635,13.408651
03G17,03G17a,Grundschule am Weißen See,grundschule,green,03G17@03G17.schule.berlin.de,,Hauptstandort,Amalienstr. 6,13086,52.555294,13.457004
03G17,03G17b,Grundschule am Weißen See,grundschule,green,,,Filiale,Falkenberger Straße 31,13088,52.554136,13.476592
03G18,03G18a,Picasso-Grundschule,grundschule,green,sekretariat@picasso.schule.berlin.de,http://www.picasso-grundschule.de,Hauptstandort,Gounodstr. 71,13088,52.547032,13.460359
03G18,03G18b,Picasso-Grundschule,grundschule,green,,,Filiale,Smetanastr. 27,13088,52.547689,13.460009
03G20,03G20,Grundschule im Moselviertel,grundschule,green,grundschule-im-moselviertel@gmx.de,http://www.moselschule.de,Hauptstandort,Brodenbacher Weg 31,13088,52.559028,13.475454
03G21,03G21,Grundschule unter den Bäumen,grundschule,green,gudbaeumen@t-online.de,http://www.gudbaeumen.de,Hauptstandort,Alt-Blankenburg 26,13129,52.592262,13.454422
03G22,03G22,Grundschule am Wasserturm,grundschule,green,gsamwasserturm@freenet.de,http://www.grundschule-am-wasserturm.com/,Hauptstandort,Tino-Schwierzina-Str. 66,13089,52.56546,13.43664
03G23,03G23,Grundschule Alt-Karow,grundschule,green,grundschule-alt-karow@gmx.de,http://www.grundschule-alt-karow.de,Hauptstandort,Bahnhofstr. 32,13125,52.609682,13.479743
03G24,03G24,Grundschule im Panketal,grundschule,green,gs-im-panketal@gmx.de,http://www.grundschule-im-panketal.de,Hauptstandort,Achillesstr. 31,13125,52.61986,13.486729
03G25,03G25,Carl-Humann-Grundschule,grundschule,green,humann-grundschule@gmx.de,,Hauptstandort,Scherenbergstr. 7,10439,52.55101,13.42173
03G26,03G26,Arnold-Zweig-Grundschule,grundschule,green,sekretariat@arnold-zweig.schule.berlin.de,http://www.arnold-zweig-grundschule.com,Hauptstandort,Wollankstr. 131,13187,52.56868,13.40012
03G27,03G27,Elizabeth-Shaw-Grundschule,grundschule,green,info@shaw-grundschule.de,http://shaw-grundschule.de,Hauptstandort,Grunowstr. 17,13187,52.56831,13.41044
03G28,03G28a,Hasengrund-Schule (Grundschule),grundschule,green,sekretariat@hasengrund.schule.berlin.de,http://www.hasengrund.edupage.org,Hauptstandort,Charlottenstr. 19,13156,52.59089,13.410577
03G28,03G28b,Hasengrund-Schule (Grundschule),grundschule,green,,,Filiale,Hermann-Hesse-Str. 48-52,13156,52.577864,13.394298
03G29,03G29,Grundschule Am Sandhaus,grundschule,green,sandhaus-gs@t-online.de,http://www.sandhaus-schule.cidsnet.de,Hauptstandort,Wiltbergstr. 37-39,13125,52.637343,13.490967
03G32,03G32,Grundschule an den Buchen,grundschule,green,sekretariat-gsbuchen@gmx.de,http://www.gs-buchen.de,Hauptstandort,Wilhelm-Wolff-Str. 19,13156,52.579207,13.394536
03G33,03G33a,Jeanne-Barez-Schule,grundschule,green,sekretariat@jeaba.de,http://www.jeanne-barez-schule.de,Hauptstandort,Hauptstr. 66,13127,52.60417,13.43415
03G33,03G33b,Jeanne-Barez-Schule,grundschule,green,,,Filiale,Berliner Straße 19,13127,52.600324,13.431823
03G34,03G34,Mendel-Grundschule,grundschule,green,mendel-schule@t-online.de,,Hauptstandort,Stiftsweg 3,13187,52.573478,13.416325
03G35,03G35,Platanengrundschule,grundschule,green,platanengrundschule@gmx.de,,Hauptstandort,Hauptstr. 20,13159,52.618258,13.389549
03G36,03G36a,Elisabeth-Christinen-Grundschule,grundschule,green,ecg.03g36@t-online.de,ecg.schule,Hauptstandort,Lindenberger Str. 12,13156,52.582736,13.417533
03G36,03G36b,Elisabeth-Christinen-Grundschule,grundschule,green,,,Filiale,Buchholzer Str. 3,13156,52.582633,13.407530
03G37,03G37,Klecks-Grundschule,grundschule,green,sekretariat@klecks-grund.schule.berlin.de,,Hauptstandort,Brixener Str. 40,13187,52.55989,13.40756
03G38,03G38a,Grundschule im Blumenviertel,grundschule,green,Grundschule_im_Blumenviertel@t-online.de,http://www.grundschule-im-blumenviertel.de,Hauptstandort,Syringenplatz 30,10407,52.535141,13.458074
03G38,03G38b,Grundschule im Blumenviertel,grundschule,green,,,Filiale,,,,
03G39,03G39,Grundschule Wolkenstein,grundschule,green,sekretariat@wolkenstein.schule.berlin.de,http://www.gs-wolkenstein.de,Hauptstandort,Neumannstr. 65,13189,52.56527,13.42024
03G40,03G40,Schule am Birkenhof,grundschule,green,info@schule-am-birkenhof.de,http://www.schule-am-birkenhof.de,Hauptstandort,Arnouxstr. 18,13127,52.60791,13.42388
03G41,03G41,Trelleborg-Schule,grundschule,green,trelleborg-schule@t-online.de,http://www.trelleborg-schule.de,Hauptstandort,Eschengraben 40,13189,52.556012,13.421818
03G43,03G43,Grundschule Wilhelmsruh,grundschule,green,sekretariat@grundschule-wilhelmsruh.de,http://www.grundschule-wilhelmsruh.de,Hauptstandort,Lessingstr. 44,13158,52.5903,13.36421
03G44,03G44,Georg-Zacharias-Grundschule,grundschule,green,44.Grundschule-Pankow@web.de,http://44gspankow.be.schule.de,Hauptstandort,Sulzfelder Str. 15,13088,52.55219,13.47502
03G45,03G45,Grundschule im Hofgarten,grundschule,green,sekretariat@hofgarten.schule.berlin.de,http://www.grundschuleimhofgarten.de,Hauptstandort,Danziger Str. 50,10435,52.53921,13.41918
03G46,03G46,Grundschule im Eliashof,grundschule,green,sekretariat@03g46.schule.berlin.de,,Hauptstandort,Senefelderstr. 6,10437,52.540786,13.422734
03G47,03G47,Schule an der Strauchwiese,grundschule,green,info@schuleanderstrauchwiese.de,http://www.schuleanderstrauchwiese.de,Hauptstandort,Mendelstr. 54,13187,52.57805,13.41782
03G48,03G48,Neugründung,grundschule,green,,,Hauptstandort,Conrad-Blenkle-Str. 20,10407,52.530214,13.447295
03K01,03K01a,Kurt-Schwitters-Schule,iss,beige,ksoberlin.cids@t-online.de,,Hauptstandort,Greifswalder Str. 25,10405,52.5314,13.42807
03K01,03K01b,Kurt-Schwitters-Schule,iss,beige,,,Filiale,Bötzowstraße 11,10407,52.529939,13.431518
03K02,03K02,Kurt-Tucholsky-Schule,iss,beige,sekretariat1@kto-berlin.de,http://www.kto-berlin.de,Hauptstandort,Neumannstr. 9-11,13189,52.55812,13.42333
03K03,03K03,Konrad-Duden-Schule,iss,beige,konrad-duden-oberschule@gmx.de,http://www.isskd.de,Hauptstandort,Rolandstr. 35,13156,52.58183,13.41744
03K04,03K04,Gustave-Eiffel-Schule,iss,beige,sekretariat@03K04.schule.berlin.de,http://www.gustave-eiffel-schule.de/,Hauptstandort,Hanns-Eisler-Str. 78-80,10409,52.540662,13.44844
03K05,03K05,Heinz-Brandt-Schule,iss,beige,kontakt@heinz-brandt-schule.de,http://www.heinz-brandt-schule.de,Hauptstandort,Langhansstr. 120,13086,52.551192,13.441808
03K06,03K06,Reinhold-Burger-Schule,iss,beige,Sekretariat@03k06.schule.berlin.de,http://www.reinhold-burger-schule.de,Hauptstandort,Neue Schönholzer Str. 32,13187,52.56838,13.40303
03K07,03K07,Tesla-Schule (Gemeinschaftsschule),gemeinschaft,lightgreen,sekretariat@tesla-schule.de,http://www.tesla-schule.de,Hauptstandort,Rudi-Arndt-Str. 18,10407,52.529086,13.446061
03K08,03K08,Hagenbeck-Schule,iss,beige,info@hagenbeck-schule.de,http://www.hagenbeck-schule.de,Hauptstandort,Gustav-Adolf-Str. 60,13086,52.55879,13.44729
03K09,03K09,Janusz-Korczak-Schule,iss,beige,Janusz-Korczak-OR@web.de,,Hauptstandort,Dolomitenstr. 94,13187,52.562908,13.407559
03K10,03K10,Hufeland-Schule,iss,beige,sekretariat@hufelandschule.berlin,http://www.hufelandschule.berlin,Hauptstandort,Walter-Friedrich-Str. 16-18,13125,52.63325,13.49373
03K11,03K11,Wilhelm-von-Humboldt-Gemeinschaftsschule,gemeinschaft,lightgreen,sekretariat@wvh-gemeinschaftsschule.de,http://wvh-gemeinschaftsschule.de,Hauptstandort,Erich-Weinert-Str. 70,10439,52.54845,13.42476
03S03,03S03,Helene-Haeusler-Schule,sonderpaedagogik,pink,sekretariat@helene-haeusler-schule.de,http://www.helene-haeusler-schule.de,Hauptstandort,Mendelssohnstr. 10,10405,52.5267,13.42002
03S06,03S06,Schule am Birkenhof,sonderpaedagogik,pink,info@schule-am-birkenhof.de,http://www.schule-am-birkenhof.de,Hauptstandort,Arnouxstraße 18,13127,52.607855,13.424033
03S07,03S07,Ausweichstandort für Schulen mit Baumaßnahmen,sonderpaedagogik,pink,,,Hauptstandort,Hermann-Hesse-Str. 48,13156,52.577960,13.394423
03S08,03S08a,Panke-Schule,sonderpaedagogik,pink,kontakt@panke-schule.de,http://www.panke-schule.de,Hauptstandort,Galenusstr. 64,13187,52.57877,13.41699
03S08,03S08c,Panke-Schule,sonderpaedagogik,pink,,,Filiale,Klaustaler Straße 21A,13187,52.578561,13.419472
03S09,03S09,Schule an der Strauchwiese,sonderpaedagogik,pink,info@schuleanderstrauchwiese.de,http://www.schuleanderstrauchwiese.de,Hauptstandort,Mendelstr. 54,13187,52.578340,13.417743
03S10,03S10a,Marianne-Buggenhagen-Schule,sonderpaedagogik,pink,info.mbs-berlin@t-online.de,,Hauptstandort,Ernst-Busch-Str. 29,13125,52.62953,13.49149
03S10,03S10b,Marianne-Buggenhagen-Schule,sonderpaedagogik,pink,,,Klinikschule/Haus 211,Schwanebecker Chaussee 50,13125,52.633192,13.508962
03Y03,03Y03,Käthe-Kollwitz-Gymnasium,gymnasium,orange,sekretariat@kkos.net,http://www.kkos.net,Hauptstandort,Dunckerstr. 65-66,10439,52.5458,13.42271
03Y04,03Y04,Heinrich-Schliemann-Gymnasium,gymnasium,orange,schulleitung@hsg-berlin.de,http://www.hsg-berlin.de,Hauptstandort,Dunckerstr. 64,10439,52.54663,13.42365
03Y08,03Y08,Carl-von-Ossietzky-Gymnasium,gymnasium,orange,sekretariat@cvo.berlin,https://cvo.berlin,Hauptstandort,Görschstr. 42-44,13187,52.566429,13.40007
03Y10,03Y10a,Rosa-Luxemburg-Gymnasium,gymnasium,orange,sekretariat@rlo-berlin.de,http://www.rlo-berlin.de,Hauptstandort,Kissingenstr. 12,13189,52.56669,13.41948
03Y10,03Y10b,Rosa-Luxemburg-Gymnasium,gymnasium,orange,,,Filiale,Borkumstraße 13,13189,52.565021,13.418947
03Y13,03Y13a,Felix-Mendelssohn-Bartholdy-Gymnasium,gymnasium,orange,sekretariat@fmbg.schule.berlin.de,http://www.fmbg-berlin.de,Hauptstandort,Eugen-Schönhaar-Str. 18,10407,52.537087,13.437857
03Y13,03Y13b,Felix-Mendelssohn-Bartholdy-Gymnasium,gymnasium,orange,,,Filiale,Pasteurstr. 7-11,10407,52.534084,13.432526
03Y14,03Y14a,Primo-Levi-Gymnasium,gymnasium,orange,sekretariat@plg-berlin.de,http://www.plg-berlin.de,Hauptstandort,Pistoriusstr. 133,13086,52.5516,13.45369
03Y14,03Y14b,Primo-Levi-Gymnasium,gymnasium,orange,,,Filiale,Woelckpromenade 38,13086,52.553637,13.453551
03Y15,03Y15a,Max-Delbrück-Gymnasium,gymnasium,orange,sekretariat@max-delbrueck-gymnasium.de,https://max-delbrueck-gymnasium.de/,Hauptstandort,Kuckhoffstr. 2-22,13156,52.583884,13.402118
03Y15,03Y15b,Max-Delbrück-Gymnasium,gymnasium,orange,,,Filiale,Dietzgenstraße 47,13156,52.584750,13.401286
03Y16,03Y16,Robert-Havemann-Gymnasium,gymnasium,orange,schulleitung@rhgym.de,http://www.robert-havemann-gymnasium.de,Hauptstandort,Achillesstr. 79,13125,52.615393,13.494218
03Y17,03Y17,Gymnasium am Europasportpark,gymnasium,orange,sekretariat@gesp-berlin.de,http://www.gesp-berlin.de,Hauptstandort,Conrad-Blenkle-Str. 34,10407,52.534329,13.447008
04A04,04A04,Charlotte-Wolff-Kolleg,kolleg,white,Leitung@charlotte-wolff-kolleg.de,http://www.charlotte-wolff-kolleg.de,Hauptstandort,Pestalozzistraße 40/41,10627,52.508088,13.303451
04A06,04A06,Peter-A.-Silbermann-Schule,kolleg,white,info@abendgymnasium.de,http://www.abendgymnasium.de,Hauptstandort,Blissestraße 22,10713,52.484770,13.319447
04B01,04B01,Loschmidt-Oberschule,osz,black,zentrale@loschmidt-oberschule.de,http://www.loschmidt-oberschule.de,Hauptstandort,Loschmidtstr. 19,10587,52.51718,13.31306
04B02,04B02,Hans-Litten-Schule (OSZ Recht),osz,black,leitung@hans-litten-schule.de,http://www.hans-litten-schule.de,Hauptstandort,Danckelmannstr. 26-28,14059,52.5118597,13.2911811
04B03,04B03,OSZ Kraftfahrzeugtechnik,osz,black,info@osz-kfz.de,http://www.osz-kfz.de,Hauptstandort,Gierkeplatz 1-3,10585,52.5165788,13.3018751
04B04,04B04,Ruth-Cohn-Schule (OSZ Sozialwesen),osz,black,04b04@osz-rcs.de,http://www.osz-ruth-cohn.de,Hauptstandort,Bismarckstr. 20,10625,52.5123033,13.3127686
04B05,04B05a,Anna-Freud-Schule (OSZ Sozialwesen),osz,black,post@anna-freud-osz.de,http://www.anna-freud-osz.de,Hauptstandort,Halemweg 22,13627,52.53785,13.28699
04B05,04B05b,Anna-Freud-Schule (OSZ Sozialwesen),osz,black,,,Filiale,Klixstr. 7,10823,52.48907,13.3513365
04B06,04B06a,Leopold-Ullstein-Schule (OSZ Recht undWirtschaft),osz,black,info@leopold-ullstein-schule.de,http://www.leopold-ullstein-schule.de,Hauptstandort,Prinzregentenstr. 32,10715,52.4835614,13.33269
04B06,04B06b,Leopold-Ullstein-Schule (OSZ Recht undWirtschaft),osz,black,,,Filiale,Prinzregentenstr. 60,10715,52.4823755,13.3328756
04B07,04B07,OSZ Körperpflege,osz,black,info@osz-koerperpflege.de,http://www.osz-koerperpflege.de,Hauptstandort,Schillerstr. 120,10625,52.510542,13.3193511
04B08,04B08,Kläre-Bloch-Schule,osz,black,buero@klaere-bloch-schule.de,http://www.klaere-bloch-schule.de,Hauptstandort,Prinzregentenstr. 60,10715,52.48169,13.3331999
04G01,04G01,Eichendorff-Grundschule,grundschule,green,sekretariat@eichendorff.schule.berlin.de,http://www.eichendorff-grundschule-berlin.de,Hauptstandort,Goethestr. 19,10625,52.50921,13.31305
04G02,04G02,Lietzensee-Grundschule,grundschule,green,sekretariat@lietzenseeschule.schule.berlin.de,http://www.lietzenseeschule.de,Hauptstandort,Witzlebenstr. 34,14057,52.5094,13.29502
04G04,04G04,Joan-Miró-Grundschule,grundschule,green,mail@joan-miro-grundschule.de,http://www.joan-miro-grundschule.de,Hauptstandort,Bleibtreustr. 43,10623,52.50357,13.32014
04G05,04G05,Dietrich-Bonhoeffer-Grundschule,grundschule,green,Sekretariat@dibog.schule.berlin.de,,Hauptstandort,Spandauer Damm 205-215,14050,52.521371,13.26202
04G06,04G06,Wald-Grundschule,grundschule,green,sekretariat@wald-grundschule.de,http://wald-grundschule.de,Hauptstandort,Waldschulallee 83-93,14055,52.50259,13.259
04G07,04G07,Ludwig-Cauer-Grundschule,grundschule,green,04G07@04G07.schule.berlin.de,http://www.cauerschule.de,Hauptstandort,Cauerstr. 36-38,10587,52.515043,13.315123
04G08,04G08,Mierendorff-Grundschule,grundschule,green,schulleitung@mierendorff-schule.de,http://www.mierendorff-grundschule.de,Hauptstandort,Mierendorffstr. 20-24,10589,52.523791,13.303338
04G09,04G09,Erwin-von-Witzleben-Grundschule,grundschule,green,erwin-von-witzleben-gs@t-online.de,,Hauptstandort,Halemweg 34,13627,52.53967,13.2873
04G11,04G11,Helmuth-James-von-Moltke-Grundschule,grundschule,green,sekretariat@moltke.grundschule.berlin.de,http://www.moltke-grundschule.de,Hauptstandort,Heckerdamm 221,13627,52.53903,13.30104
04G12,04G12,Schinkel-Grundschule,grundschule,green,esgbuero@t-online.de,,Hauptstandort,Nithackstr. 8,10585,52.51782,13.29876
04G13,04G13,Nehring-Grundschule,grundschule,green,info@nehring-grundschule.de,http://www.nehring-grundschule.de,Hauptstandort,Nehringstr. 9-10,14059,52.514893,13.293865
04G14,04G14a,Reinhold-Otto-Grundschule,grundschule,green,04G14@04G14.schule.berlin.de,http://www.reinhold-otto.de,Hauptstandort,Leistikowstr. 7-8,14050,52.513329,13.268399
04G15,04G15,Charles-Dickens-Grundschule,grundschule,green,sekretariat@charles-dickens.schule.berlin.de,http://www.charles-dickens-gs.de,Hauptstandort,Dickensweg 15,14055,52.508946,13.236971
04G17,04G17,Johann-Peter-Hebel-Grundschule,grundschule,green,verwaltung@hebelschule-berlin.de,http://www.hebelschule-berlin.de,Hauptstandort,Emser Str. 50,10719,52.49541,13.31942
04G18,04G18,Ernst-Habermann-Grundschule,grundschule,green,schule@ernst-habermann.de,http://www.ernst-habermann.de,Hauptstandort,Prinzregentenstr. 33-34,10715,52.48328,13.33269
04G19,04G19,Grundschule am Rüdesheimer Platz,grundschule,green,Sekretariat@garp.schule.berlin.de,http://www.garp-schule.de,Hauptstandort,Rüdesheimer Str. 24-30,14197,52.47113,13.31312
04G20,04G20,Katharina-Heinroth-Grundschule,grundschule,green,sekretariat@katharina-heinroth-grundschule.de,http://katharina-heinroth-grundschule.de,Hauptstandort,Münstersche Str. 15-17,10709,52.494,13.30619
04G21,04G21,Halensee-Grundschule,grundschule,green,sekretariat@halensee.schule.berlin.de,http://www.Halensee-Grundschule.de,Hauptstandort,Joachim-Friedrich-Str. 35-36,10711,52.49993,13.2961
04G22,04G22a,Grunewald-Grundschule,grundschule,green,sekretariat@grunewald.schule.berlin.de,http://www.grunewald-grundschule.de,Hauptstandort,Delbrückstr. 20A,14193,52.484525,13.281094
04G23,04G23,Alt-Schmargendorf-Grundschule,grundschule,green,schulleitung@asg.schule.berlin.de,http://www.alt-schmargendorf-grundschule.de,Hauptstandort,Reichenhaller Str. 8,14199,52.477085,13.293432
04G24,04G24,Carl-Orff-Grundschule,grundschule,green,sekretariat@carl-orff-gs.de,http://www.carl-orff-gs.de,Hauptstandort,Berkaer Str. 9-10,14199,52.47841,13.28709
04G25,04G25,Cecilien-Schule (Grundschule),grundschule,green,04G25@04G25.schule.berlin.de,http://www.cecilien-schule.de,Hauptstandort,Nikolsburger Platz 5,10717,52.49331,13.32769
04G26,04G26,Birger-Forell-Grundschule,grundschule,green,post@birger-forell-grundschule.de,http://www.birger-forell-grundschule.de,Hauptstandort,Koblenzer Str. 22-24,10715,52.480726,13.321893
04G27,04G27,Judith-Kerr-Grundschule,grundschule,green,verwaltung@04G27.schule.berlin.de,http://www.judith-kerr-grundschule.de,Hauptstandort,Friedrichshaller Str. 13,14199,52.476131,13.293228
04K02,04K02,Friedensburg-Schule,iss,beige,sekretariat@fosbe.de,http://www.fosbe.de,Hauptstandort,Goethestr. 8-9,10623,52.50908,13.32082
04K03,04K03,Robert-Jungk-Schule,iss,beige,schulleitung@r-j-o.de,http://www.Robert-Jungk-Oberschule.de,Hauptstandort,Sächsische Str. 58,10707,52.49448,13.31872
04K04,04K04,Nelson-Mandela-Schule,iss,beige,katja.sajid@nelson-mandela-schule.net,http://www.nelson-mandela-school.net,,Pfalzburger Straße 23,10719,52.490921,13.321079
04K05,04K05a,Paula-Fürst-Schule (Gemeinschaftsschule),gemeinschaft,lightgreen,sekretariat@paula-fuerst.schule.berlin.de,http://www.paula-fuerst-gemeinschaftsschule.de,Hauptstandort,Sybelstr. 20-21,10629,52.50227,13.30194
04K05,04K05b,Paula-Fürst-Schule (Gemeinschaftsschule),gemeinschaft,lightgreen,,,Filiale,Nehringstraße 9,14059,52.514475,13.292506
04K06,04K06,Schule am Schloss (Integrierte Sekundarschule),iss,beige,sekretariat@schuleamschloss.de,http://www.schuleamschloss.de,Hauptstandort,Schloßstr. 55A,14059,52.5161,13.29812
04K07,04K07,Integrierte Sekundarschule Wilmersdorf,iss,beige,kontakt@sekundarschule-wilmersdorf.de,http://www.sekundarschule-wilmersdorf.de,Hauptstandort,Kranzer Str. 3,14199,52.482808,13.296098
04K08,04K08,Peter-Ustinov-Schule,iss,beige,sekretariat@peter-ustinov-schule.de,http://www.peter-ustinov-schule.de,Hauptstandort,Kuno-Fischer-Str. 22-26,14057,52.505241,13.290548
04K09,04K09,Otto-von-Guericke-Schule (Integrierte Sekundarschule),iss,beige,kontakt@ovgos.de,http://www.ovgos.de,Hauptstandort,Eisenzahnstr. 47-48,10709,52.49276,13.30516
04K10,04K10,Wangari-Maathai-Internationale-Schule,iss,beige,secretary@wangari-maathai-schule.de,http://wangari-maathai-schule.jimdofree.com,,Babelsberger Str. 24,10715,52.482373,13.335080
04S02,04S02,Arno-Fuchs-Schule,sonderpaedagogik,pink,r.gehret@arno-fuchs-schule.de,http://www.arno-fuchs-schule.de,Hauptstandort,Richard-Wagner-Str. 30,10585,52.51489,13.30717
04S04,04S04,Reinfelder-Schule,sonderpaedagogik,pink,post@reinfelder-schule.de,http://www.reinfelder-schule.de,Hauptstandort,Maikäferpfad 30,14055,52.49693,13.26373
04S05,04S05,Ernst-Adolf-Eschke-Schule für Gehörlose,sonderpaedagogik,pink,post@eaeschule.de,http://www.eschke-schule.de,Hauptstandort,Waldschulallee 29,14055,52.4989,13.26508
04S06,04S06,Finkenkrug-Schule,sonderpaedagogik,pink,kontakt@finkenkrug-schule.de,,Hauptstandort,Mannheimer Str. 21-22,10713,52.48448,13.31606
04S07,04S07a,Comenius-Schule,sonderpaedagogik,pink,schulleitung@schule-comenius.de,http://www.schule-comenius.de,Hauptstandort,Gieselerstr. 4,10713,52.488639,13.318353
04Y01,04Y01,Schiller-Gymnasium,gymnasium,orange,sekretariat@sgym.schule.berlin.de,http://www.sgym.de,Hauptstandort,Schillerstr. 125-127,10625,52.50993,13.321596
04Y02,04Y02a,Wald-Gymnasium,gymnasium,orange,waldgymnasium@gmx.de,http://www.waldgymnasium.de,Hauptstandort,Waldschulallee 95,14055,52.50343,13.25701
04Y03,04Y03,Sophie-Charlotte-Gymnasium,gymnasium,orange,sekretariat@scg.schule.berlin.de,http://www.scgberlin.de,Hauptstandort,Sybelstr. 2,10629,52.5023,13.31237
04Y04,04Y04a,Gottfried-Keller-Gymnasium,gymnasium,orange,kontakt@gks-berlin.de,http://www.gks-berlin.de,Hauptstandort,Olbersstr. 38,10589,52.52888,13.3022
04Y05,04Y05,Herder-Gymnasium,gymnasium,orange,sekretariat@herder-gymnasium.eu,http://www.herder-gymnasium.eu,Hauptstandort,Westendallee 45-46,14052,52.510663,13.257932
04Y06,04Y06,Heinz-Berggruen-Gymnasium,gymnasium,orange,info@hbgym.de,http://hbgym.de,Hauptstandort,Bayernallee 4,14052,52.51103,13.26722
04Y07,04Y07a,Friedrich-Ebert-Gymnasium,gymnasium,orange,danz@feo-berlin.de,http://feo.schule.de,Hauptstandort,Blissestr. 22,10713,52.484206,13.319593
04Y08,04Y08,Hildegard-Wegscheider-Gymnasium,gymnasium,orange,wegscheider-gymnasium@gmx.de,http://www.hwos.de,Hauptstandort,Lassenstr. 16-20,14193,52.485116,13.275931
04Y09,04Y09,Walther-Rathenau-Gymnasium,gymnasium,orange,sekretariat@wrs-berlin.de,http://www.wrs-berlin.de,Hauptstandort,Herbertstr. 2-6,14193,52.49143,13.28135
04Y10,04Y10,Marie-Curie-Gymnasium,gymnasium,orange,schulleitung@mcg-berlin.de,http://www.mcg-berlin.de,Hauptstandort,Weimarische Str. 21,10715,52.480119,13.324748
04Y11,04Y11,Goethe-Gymnasium,gymnasium,orange,info.goethe-gymnasium@t-online.de,,Hauptstandort,Gasteiner Str. 23,10717,52.48759,13.3225
05B01,05B01,"OSZ TIEM (Technische Informatik, Industrieelektronik, EnergieManagement)",osz,black,info@osztiem.de,http://www.osztiem.de,Hauptstandort,Goldbeckweg 8-14,13599,52.54416,13.2300799
05B02,05B02a,Knobelsdorff-Schule (OSZ Bautechnik I),osz,black,kontakt@knobelsdorff-schule.de,http://www.knobelsdorff-schule.de,Hauptstandort,Nonnendammallee 140-143,13599,52.5394462,13.2424093
05B02,05B02b,Knobelsdorff-Schule (OSZ Bautechnik I),osz,black,,,Filiale,Nauener Str. 13,13581,52.5342515,13.182016
05B02,05B02c,Knobelsdorff-Schule (OSZ Bautechnik I),osz,black,,,Filiale,Am Fort 48d,13591,52.5237679,13.1360718
05G01,05G01,Ernst-Ludwig-Heim-Grundschule,grundschule,green,elhg@web.de,,,Grunewaldstr. 8,13597,52.5304,13.20672
05G02,05G02,Grundschule am Eichenwald,grundschule,green,Grundschule_am_Eichenwald@t-online.de,,,Gaismannshofer Weg 2,13587,52.558423,13.199146
05G04,05G04,Klosterfeld-Grundschule,grundschule,green,05G04@05G04.schule.berlin.de,http://www.klosterfeld-grundschule.de,,Seegefelder Str. 125,13583,52.53861,13.17968
05G05,05G05,Christoph-Földerich-Grundschule,grundschule,green,foelderich-schule@t-online.de,http://www.foelleschule-berlin.de,,Földerichplatz 5,13595,52.51986,13.193276
05G06,05G06,Siegerland-Grundschule,grundschule,green,sekretariat@siegerland-schule.de,http://www.siegerland-schule.de,,Hermann-Schmidt-Weg 4,13589,52.55125,13.175203
05G07,05G07,Lynar-Grundschule,grundschule,green,info@lynar-grundschule.de,http://www.lynar-grundschule.de,,Lutherstr. 19-20,13585,52.54766,13.20683
05G08,05G08,Konkordia-Grundschule,grundschule,green,Konkordia-Grundschule@web.de,http://www.konkordia-grundschule.de,,Elsflether Weg 26,13581,52.53018,13.19202
05G10,05G10,Grundschule am Birkenhain,grundschule,green,info@grundschule-am-birkenhain.de,http://www.grundschule-am-birkenhain.de,,Seeburger Str. 59,13581,52.52596,13.180519
05G11,05G11,Robert-Reinick-Grundschule,grundschule,green,sekretariat@05g11.schule.berlin.de,http://www.robert-reinick-grundschule.de,,Jungfernheideweg 33-48,13629,52.54065,13.27277
05G12,05G12,Grundschule am Weinmeisterhorn,grundschule,green,gs.am.weinmeisterhorn@t-online.de,http://www.gsamweinmeisterhorn.schule-berlin.net,,Daberkowstr. 27,13593,52.50825,13.1742
05G13,05G13,Bernd-Ryke-Grundschule,grundschule,green,info@bernd-ryke-gs.de,http://www.bernd-ryke-gs.de,,Daumstr. 12,13599,52.54494,13.2325
05G14,05G14,Linden-Grundschule,grundschule,green,sekretariat@linden-gs.schule.berlin.de,http://www..linden-grundschule.de,,Staakener Feldstr. 6-8,13591,52.53517,13.14081
05G15,05G15,Askanier-Grundschule,grundschule,green,t.berlin@askanier-gs.de,http://www.askanier-gs.de,,Borkzeile 34,13583,52.54049,13.19242
05G16,05G16,Zeppelin-Grundschule,grundschule,green,info@zeppelin-gs.de,http://www.zeppelin-gs.de,,Heidebergplan 3-4,13591,52.5409,13.14635
05G17,05G17,Astrid-Lindgren-Grundschule,grundschule,green,sekretariat@lindgren.schule.berlin.de,http://www.lindgrenschule.de,,Südekumzeile 5,13591,52.5311,13.15652
05G18,05G18,Grundschule im Beerwinkel,grundschule,green,schulleitung@beerwinkel.de,http://www.beerwinkel.de,,Im Spektefeld 31,13589,52.549023,13.154969
05G19,05G19,Grundschule am Ritterfeld,grundschule,green,schule@ritterfeld.berlin,http://www.grundschuleamritterfeld.de,,Schallweg 31,14089,52.455239,13.138357
05G20,05G20,Carl-Schurz-Grundschule,grundschule,green,sekretariat@05g20.schule.berlin.de,http://www.carl-schurz-grundschule.de,,Hakenfelder Str. 32,13587,52.56751,13.199061
